mes,municipio,repasse_sefaz,repasse_liquido_sefaz,fundeb_sefaz
Março,Mulungu,715820.61,572658.34,143162.27
Março,Nova Olinda,950400.44,760322.22,190078.22
Março,Nova Russas,1192952.76,954363.39,238589.37
Março,Novo Oriente,1028921.31,823138.56,205782.75
Março,Ocara,823556.44,658846.76,164709.68
Março,Orós,834776.13,667822.42,166953.71
Março,Pacajus,2823267.99,2258615.72,564652.27
Março,Pacatuba,2879540.6,2303633.04,575907.56
Março,Pacoti,805873.59,644700.44,161173.15
Março,Pacujá,936361.77,749091.04,187270.73
Março,Palhano,697017.08,557615.6,139401.48
Março,Palmácia,771889.6,617513.06,154376.54
Março,Paracuru,1479470.96,1183577.97,295892.99
Março,Paraipaba,1348983.02,1079187.55,269795.47
Março,Parambu,995928.64,796744.11,199184.53
Março,Paramoti,1127322.99,901859.6,225463.39
Março,Pedra Branca,1442461.55,1153970.25,288491.3
Março,Penaforte,718709.92,574969.99,143739.93
Março,Pentecoste,1049745.96,839798.06,209947.9
Março,Pereiro,1124138.0,899311.53,224826.47
Março,Pindoretama,907033.9,725628.72,181405.18
Março,Piquet Carneiro,1248172.1,998538.96,249633.14
Março,Pires Ferreira,862743.47,690196.32,172547.15
Março,Poranga,1001043.55,800836.44,200207.11
Março,Porteiras,921426.2,737142.19,184284.01
Março,Potengi,857717.02,686175.58,171541.44
Março,Potiretama,1097944.26,878356.48,219587.78
Março,Quiterianópolis,1074469.22,859577.05,214892.17
Março,Quixadá,2151742.14,1721395.05,430347.09
Março,Quixelô,896985.21,717589.56,179395.65
Março,Quixeramobim,3158709.81,2526968.33,631741.48
Março,Quixeré,3132756.02,2506206.1,626549.92
Março,Redenção,970034.06,776028.63,194005.43
Março,Reriutaba,1057291.71,845834.86,211456.85
Março,Russas,2268376.26,1814702.34,453673.92
Março,Saboeiro,626683.11,501348.62,125334.49
Março,Salitre,943376.68,754702.97,188673.71
Março,Santa Quitéria,1644211.12,1315370.25,328840.87
Março,Santana Do Acaraú,1018488.8,814792.66,203696.14
Março,Santana Do Cariri,767590.87,614074.55,153516.32
Março,Senador Pompeu,1598767.31,1279014.99,319752.32
Março,Senador Sá,1163424.42,930740.73,232683.69
Março,Sobral,9866902.72,7893523.5,1973379.22
Março,Solonópole,1525563.59,1220452.06,305111.53
Março,São Benedito,1318307.54,1054648.01,263659.53
Março,São Gonçalo Do Amarante,18244644.47,14595716.16,3648928.31
Março,São João Do Jaguaribe,845624.56,676501.61,169122.95
Março,São Luís Do Curu,665121.42,532098.82,133022.6
Março,Tabuleiro Do Norte,1192997.83,954399.42,238598.41
Março,Tamboril,1023459.51,818769.4,204690.11
Março,Tarrafas,849953.68,679964.56,169989.12
Março,Tauá,1527793.5,1222235.85,305557.65
Março,Tejuçuoca,615696.94,492559.39,123137.55
Março,Tianguá,2563080.41,2050466.06,512614.35
Março,Trairi,2529824.54,2023860.51,505964.03
Março,Tururu,815558.07,652447.97,163110.1
Março,Ubajara,1640000.61,1312001.85,327998.76
Março,Umari,959100.48,767281.83,191818.65
Março,Umirim,729803.83,583844.63,145959.2
Março,Uruburetama,769869.51,615896.85,153972.66
Março,Uruoca,1797385.46,1437909.42,359476.04
Março,Varjota,1131506.1,905206.24,226299.86
Março,Viçosa Do Ceará,875012.74,700011.77,175000.97
Março,Várzea Alegre,1191089.79,952872.93,238216.86
Abril,Abaiara,857048.72,685640.2,171408.52
Abril,Acarapé,978701.9,782963.33,195738.57
Abril,Acaraú,2534649.3,2027720.48,506928.82
Abril,Acopiara,948337.31,758671.62,189665.69
Abril,Aiuaba,863197.51,690559.38,172638.13
Abril,Alcântaras,966147.17,772919.29,193227.88
Abril,Altaneira,1093334.71,874668.92,218665.79
Abril,Alto Santo,1183162.62,946531.5,236631.12
Abril,Amontada,1560391.03,1248313.21,312077.82
Abril,Antonina Do Norte,1090586.95,872470.67,218116.28
Abril,Apuiarés,694835.76,555870.45,138965.31
Abril,Aquiraz,9634114.23,7707292.16,1926822.07
Abril,Aracati,4337117.16,3469695.56,867421.6
Abril,Aracoiaba,868947.38,695159.33,173788.05
Abril,Ararendá,1115947.73,892759.52,223188.21
Abril,Araripe,779709.49,623769.31,155940.18
Abril,Aratuba,854244.96,683397.79,170847.17
Abril,Arneiroz,812531.97,650026.89,162505.08
Abril,Assaré,1060738.83,848592.6,212146.23
Abril,Aurora,894232.91,715388.1,178844.81
Abril,Baixio,976738.02,781392.29,195345.73
Abril,Banabuiú,1233809.53,987048.76,246760.77
Abril,Barbalha,3079515.26,2463613.26,615902.0
Abril,Barreira,1000091.27,800074.46,200016.81
Abril,Barro,724664.32,579733.11,144931.21
Abril,Barroquinha,973822.04,779059.28,194762.76
Abril,Baturité,1101176.35,880941.99,220234.36
Abril,Beberibe,2289196.83,1831359.18,457837.65
Abril,Bela Cruz,1015463.48,812372.1,203091.38
Abril,Boa Viagem,1414230.11,1131385.65,282844.46
Abril,Brejo Santo,2493439.93,1994753.28,498686.65
Abril,Camocim,1954347.85,1563479.67,390868.18
Abril,Campos Sales,991028.53,792824.07,198204.46
Abril,Canindé,1898256.28,1518606.29,379649.99
Abril,Capistrano,851851.97,681483.07,170368.9
Abril,Caridade,1441429.54,1153146.05,288283.49
Abril,Caririaçu,942498.89,754000.96,188497.93
Abril,Cariré,1169563.9,935652.87,233911.03
Abril,Cariús,984073.31,787260.68,196812.63
Abril,Carnaubal,1020259.35,816209.11,204050.24
Abril,Cascavel,2444190.41,1955353.17,488837.24
Abril,Catarina,854346.31,683478.79,170867.52
Abril,Catunda,979674.53,783741.09,195933.44
Abril,Caucaia,16306209.17,13044968.12,3261241.05
Abril,Cedro,1098136.02,878509.99,219626.03
Abril,Chaval,777427.56,621943.92,155483.64
Abril,Chorozinho,1077820.99,862258.58,215562.41
Abril,Choró,1250621.27,1000498.29,250122.98
Abril,Coreaú,1177800.89,942242.34,235558.55
Abril,Crateús,1630214.21,1304172.83,326041.38
Abril,Crato,4055258.76,3244207.64,811051.12
Abril,Croatá,1009037.3,807231.33,201805.97
Abril,Cruz,1433076.56,1146463.2,286613.36
Abril,Deputado Irapuan Pinheiro,1140424.8,912340.86,228083.94
Abril,Ererê,1202646.93,962118.84,240528.09
Abril,Eusébio,10108900.49,8087121.61,2021778.88
Abril,Farias Brito,992659.31,794129.31,198530.0
Abril,Forquilha,1638245.25,1310597.76,327647.49
Abril,Fortaleza,109872945.78,87898096.5,21974849.28
Abril,Fortim,1435642.55,1148515.56,287126.99
Abril,Frecheirinha,1416388.73,1133112.71,283276.02
Abril,General Sampaio,962069.32,769657.23,192412.09
Abril,Granja,1095056.37,876046.79,219009.58
Abril,Granjeiro,772046.49,617639.03,154407.46
Abril,Graça,1093417.03,874734.8,218682.23
Abril,Groaíras,990584.49,792469.32,198115.17
Abril,Guaiúba,949459.46,759569.1,189890.36
Abril,Guaraciaba Do Norte,1210050.11,968041.93,242008.18
Abril,Guaramiranga,830557.36,664447.13,166110.23
Abril,Hidrolândia,1020478.47,816384.58,204093.89
Abril,Horizonte,7760049.99,6208040.03,1552009.96
Abril,Ibaretama,993169.24,794537.03,198632.21
Abril,Ibiapina,1025320.22,820257.59,205062.63
Abril,Ibicuitinga,1172550.47,938042.32,234508.15
Abril,Icapuí,3668512.59,2934811.4,733701.19
Abril,Icó,1367860.71,1094289.81,273570.9
Abril,Iguatu,3203088.64,2562471.83,640616.81
Abril,Independência,1018388.89,814712.58,203676.31
Abril,Ipaporanga,1100985.64,880789.58,220196.06
Abril,Ipaumirim,1184205.8,947366.22,236839.58
Abril,Ipu,1021077.76,816863.71,204214.05
Abril,Ipueiras,1209408.34,967528.58,241879.76
Abril,Iracema,1150995.88,920798.66,230197.22
Abril,Irauçuba,991048.49,792840.14,198208.35
Abril,Itaitinga,5519357.41,4415486.78,1103870.63
Abril,Itaiçaba,1039694.04,831757.21,207936.83
Abril,Itapajé,1122891.04,898313.81,224577.23
Abril,Itapipoca,2849050.01,2279241.13,569808.88
Abril,Itapiúna,892968.04,714376.11,178591.93
Abril,Itarema,1890822.53,1512659.71,378162.82
Abril,Itatira,1190504.22,952404.7,238099.52
Abril,Jaguaretama,1122941.65,898354.31,224587.34
Abril,Jaguaribara,1011052.21,808843.21,202209.0
Abril,Jaguaribe,1572971.12,1258377.89,314593.23
Abril,Jaguaruana,1568931.76,1255146.15,313785.61
Abril,Jardim,808074.97,646461.2,161613.77
Abril,Jati,730054.68,584045.43,146009.25
Abril,Jijoca De Jericoacoara,1542895.69,1234318.07,308577.62
Abril,Juazeiro Do Norte,7622247.5,6097799.1,1524448.4
Abril,Jucás,1260814.46,1008653.06,252161.4
Abril,Lavras Da Mangabeira,886632.1,709306.86,177325.24
Abril,Limoeiro Do Norte,3525284.75,2820228.9,705055.85
Abril,Madalena,1289961.95,1031970.85,257991.1
Abril,Maracanaú,28690217.54,22952174.88,5738042.66
Abril,Maranguape,3394168.62,2715335.94,678832.68
Abril,Marco,1273653.79,1018924.41,254729.38
Abril,Martinópole,1001167.37,800935.5,200231.87
Abril,Massapê,1322062.54,1057651.22,264411.32
Abril,Mauriti,1112298.81,889840.77,222458.04
Abril,Meruoca,1076935.16,861549.63,215385.53
Abril,Milagres,833235.72,666590.17,166645.55
Abril,Milhã,1510051.32,1208042.3,302009.02
Abril,Miraíma,805033.96,644028.25,161005.71
Abril,Missão Velha,1002984.23,802389.14,200595.09
Abril,Mombaça,1234403.38,987523.98,246879.4
Abril,Monsenhor Tabosa,917201.77,733763.02,183438.75
Abril,Morada Nova,3204902.85,2563923.3,640979.55
Abril,Moraújo,1044417.37,835535.72,208881.65
Abril,Morrinhos,1182288.61,945831.95,236456.66
Abril,Mucambo,1093949.04,875160.55,218788.49
Abril,Mulungu,790399.18,632320.92,158078.26
Abril,Nova Olinda,1049417.79,839536.02,209881.77
Abril,Nova Russas,1317240.17,1053794.04,263446.13
Abril,Novo Oriente,1136119.71,908897.11,227222.6
Abril,Ocara,909359.34,727489.05,181870.29
Abril,Orós,921747.62,737399.47,184348.15
Abril,Pacajus,3117411.61,2493930.45,623481.16
Abril,Pacatuba,3179546.84,2543638.89,635907.95
Abril,Pacoti,889833.85,711868.4,177965.45
Abril,Pacujá,1033916.7,827134.76,206781.94
Abril,Palhano,769636.09,615710.35,153925.74
Abril,Palmácia,852309.42,681849.17,170460.25
Abril,Paracuru,1633610.34,1306889.52,326720.82
Abril,Paraipaba,1489527.37,1191623.64,297903.73
Abril,Parambu,1099690.49,879753.37,219937.12
Abril,Paramoti,1244773.46,995820.22,248953.24
Abril,Pedra Branca,1592745.48,1274197.44,318548.04
Abril,Penaforte,793589.21,634873.39,158715.82
Abril,Pentecoste,1159114.36,927292.59,231821.77
Abril,Pereiro,1241257.21,993006.9,248250.31
Abril,Pindoretama,1001533.98,801228.79,200305.19
Abril,Piquet Carneiro,1378213.51,1102572.28,275641.23
Abril,Pires Ferreira,952628.44,762104.7,190523.74
Abril,Poranga,1105337.82,884271.28,221066.54
Abril,Porteiras,1017425.34,813941.99,203483.35
Abril,Potengi,947078.64,757665.03,189413.61
Abril,Potiretama,1212333.57,969868.56,242465.01
Abril,Quiterianópolis,1186412.77,949132.05,237280.72
Abril,Quixadá,2375924.33,1900740.67,475183.66
Abril,Quixelô,990437.63,792351.87,198085.76
Abril,Quixeramobim,3487801.19,2790241.98,697559.21
Abril,Quixeré,3459143.65,2767316.18,691827.47
Abril,Redenção,1071097.95,856879.58,214218.37
Abril,Reriutaba,1167446.87,933958.98,233487.89
Abril,Russas,2504708.86,2003768.49,500940.37
Abril,Saboeiro,691973.77,553580.76,138393.01
Abril,Salitre,1041663.0,833332.06,208330.94
Abril,Santa Quitéria,1815513.97,1452412.12,363101.85
Abril,Santana Do Acaraú,1124600.57,899681.93,224918.64
Abril,Santana Do Cariri,847563.33,678052.06,169511.27
Abril,Senador Pompeu,1765335.02,1412269.11,353065.91
Abril,Senador Sá,1284636.06,1027710.21,256925.85
Abril,Sobral,10894890.8,8715913.55,2178977.25
Abril,Solonópole,1684505.61,1347605.49,336900.12
Abril,São Benedito,1455656.11,1164526.29,291129.82
Abril,São Gonçalo Do Amarante,20145471.0,16116377.7,4029093.3
Abril,São João Do Jaguaribe,933726.2,746982.28,186743.92
Abril,São Luís Do Curu,734416.85,587535.75,146881.1
Abril,Tabuleiro Do Norte,1317290.2,1053834.18,263456.02
Abril,Tamboril,1130088.89,904072.25,226016.64
Abril,Tarrafas,938505.73,750805.91,187699.82
Abril,Tauá,1686967.11,1349574.91,337392.2
Abril,Tejuçuoca,679843.65,543876.47,135967.18
Abril,Tianguá,2830117.36,2264094.67,566022.69
Abril,Trairi,2793396.48,2234717.79,558678.69
Abril,Tururu,900527.74,720424.12,180103.62
Abril,Ubajara,1810864.51,1448692.59,362171.92
Abril,Umari,1059025.12,847221.84,211803.28
Abril,Umirim,805838.6,644672.11,161166.49
Abril,Uruburetama,850079.43,680065.04,170014.39
Abril,Uruoca,1984646.31,1587718.65,396927.66
Abril,Varjota,1249391.88,999514.96,249876.92
Abril,Viçosa Do Ceará,966176.09,772942.61,193233.48
Abril,Várzea Alegre,1315184.12,1052149.18,263034.94
Maio,Abaiara,857781.43,686226.46,171554.97
Maio,Acarapé,979539.17,783632.2,195906.97
Maio,Acaraú,2536818.1,2029455.67,507362.43
Maio,Acopiara,949147.97,759319.74,189828.23
Maio,Aiuaba,863936.45,691150.89,172785.56
Maio,Alcântaras,966973.96,773580.44,193393.52
Maio,Altaneira,1094269.77,875417.69,218852.08
Maio,Alto Santo,1184174.38,947341.1,236833.28
Maio,Amontada,1561725.77,1249381.92,312343.85
Maio,Antonina Do Norte,1091520.03,873217.38,218302.65
Maio,Apuiarés,695430.56,556346.74,139083.82
Maio,Aquiraz,9642355.78,7713885.35,1928470.43
Maio,Aracati,4340827.97,3472662.9,868165.07
Maio,Aracoiaba,869692.09,695755.23,173936.86
Maio,Ararendá,1116902.77,893523.7,223379.07
Maio,Araripe,780376.71,624303.3,156073.41
Maio,Aratuba,854975.56,683982.0,170993.56
Maio,Arneiroz,813227.07,650582.83,162644.24
Maio,Assaré,1061646.92,849318.68,212328.24
Maio,Aurora,894998.65,716000.32,178998.33
Maio,Baixio,977573.06,782059.43,195513.63
Maio,Banabuiú,1234865.28,987893.73,246971.55
Maio,Barbalha,3082149.81,2465720.85,616428.96
Maio,Barreira,1000946.88,800758.77,200188.11
Maio,Barro,725284.08,580228.1,145055.98
Maio,Barroquinha,974655.19,779725.08,194930.11
Maio,Baturité,1102119.07,881696.58,220422.49
Maio,Beberibe,2291155.67,1832925.48,458230.19
Maio,Bela Cruz,1016333.05,813068.28,203264.77
Maio,Boa Viagem,1415439.92,1132353.74,283086.18
Maio,Brejo Santo,2495572.81,1996459.03,499113.78
Maio,Camocim,1956019.41,1564816.78,391202.63
Maio,Campos Sales,991876.03,793502.67,198373.36
Maio,Canindé,1899879.99,1519904.8,379975.19
Maio,Capistrano,852580.63,682065.69,170514.94
Maio,Caridade,1442663.4,1154132.18,288531.22
Maio,Caririaçu,943306.1,754646.42,188659.68
Maio,Cariré,1170564.73,936453.24,234111.49
Maio,Cariús,984914.99,787932.95,196982.04
Maio,Carnaubal,1021132.42,816908.32,204224.1
Maio,Cascavel,2446280.86,1957025.96,489254.9
Maio,Catarina,855077.24,684063.25,171013.99
Maio,Catunda,980512.71,784411.47,196101.24
Maio,Caucaia,16320158.9,13056127.29,3264031.61
Maio,Cedro,1099075.5,879261.65,219813.85
Maio,Chaval,778092.72,622475.9,155616.82
Maio,Chorozinho,1078743.37,862995.76,215747.61
Maio,Choró,1251691.72,1001355.24,250336.48
Maio,Coreaú,1178808.8,943048.43,235760.37
Maio,Crateús,1631608.5,1305287.75,326320.75
Maio,Crato,4058727.85,3246983.24,811744.61
Maio,Croatá,1009900.54,807921.78,201978.76
Maio,Cruz,1434303.09,1147444.46,286858.63
Maio,Deputado Irapuan Pinheiro,1141400.42,913122.15,228278.27
Maio,Ererê,1203675.65,962941.36,240734.29
Maio,Eusébio,10117547.62,8094038.76,2023508.86
Maio,Farias Brito,993508.6,794808.13,198700.47
Maio,Forquilha,1639646.87,1311718.63,327928.24
Maio,Fortaleza,109966910.94,87973282.15,21993628.79
Maio,Fortim,1436871.65,1149498.93,287372.72
Maio,Frecheirinha,1417600.52,1134081.94,283518.58
Maio,General Sampaio,962892.23,770315.28,192576.95
Maio,Granja,1095993.2,876795.74,219197.46
Maio,Granjeiro,772707.13,618167.09,154540.04
Maio,Graça,1094352.3,875483.87,218868.43
Maio,Groaíras,991432.11,793146.98,198285.13
Maio,Guaiúba,950271.62,760219.0,190052.62
Maio,Guaraciaba Do Norte,1211085.48,968869.71,242215.77
Maio,Guaramiranga,831267.99,665016.0,166251.99
Maio,Hidrolândia,1021351.79,817083.27,204268.52
Maio,Horizonte,7766688.55,6213350.28,1553338.27
Maio,Ibaretama,994019.37,795217.01,198802.36
Maio,Ibiapina,1026197.86,820959.82,205238.04
Maio,Ibicuitinga,1173553.92,938844.61,234709.31
Maio,Icapuí,3671651.65,2937322.14,734329.51
Maio,Icó,1369031.33,1095226.37,273804.96
Maio,Iguatu,3205829.0,2564664.06,641164.94
Maio,Independência,1019259.99,815409.89,203850.1
Maio,Ipaporanga,1101928.05,881543.93,220384.12
Maio,Ipaumirim,1185219.0,948177.12,237041.88
Maio,Ipu,1021952.02,817563.26,204388.76
Maio,Ipueiras,1210442.72,968355.72,242087.0
Maio,Iracema,1151979.98,921585.41,230394.57
Maio,Irauçuba,991895.96,793518.74,198377.22
Maio,Itaitinga,5524078.39,4419263.51,1104814.88
Maio,Itaiçaba,1040583.92,832468.67,208115.25
Maio,Itapajé,1123852.19,899083.06,224769.13
Maio,Itapipoca,2851487.11,2281190.47,570296.64
Maio,Itapiúna,893733.04,714988.07,178744.97
Maio,Itarema,1892440.93,1513953.87,378487.06
Maio,Itatira,1191522.77,953220.04,238302.73
Maio,Jaguaretama,1123902.39,899123.07,224779.32
Maio,Jaguaribara,1011917.46,809535.72,202381.74
Maio,Jaguaribe,1574316.44,1259454.45,314861.99
Maio,Jaguaruana,1570273.38,1256220.01,314053.37
Maio,Jardim,808766.62,647015.32,161751.3
Maio,Jati,730679.42,584544.65,146134.77
Maio,Jijoca De Jericoacoara,1544216.35,1235374.54,308841.81
Maio,Juazeiro Do Norte,7628768.36,6103015.56,1525752.8
Maio,Jucás,1261893.11,1009516.4,252376.71
Maio,Lavras Da Mangabeira,887390.92,709914.19,177476.73
Maio,Limoeiro Do Norte,3528300.64,2822641.5,705659.14
Maio,Madalena,1291065.77,1032853.97,258211.8
Maio,Maracanaú,28714762.03,22971809.52,5742952.51
Maio,Maranguape,3397072.11,2717658.4,679413.71
Maio,Marco,1274743.73,1019797.2,254946.53
Maio,Martinópole,1002023.39,801620.1,200403.29
Maio,Massapê,1323193.25,1058555.54,264637.71
Maio,Mauriti,1113251.36,890602.07,222649.29
Maio,Meruoca,1077857.05,862286.85,215570.2
Maio,Milagres,833948.17,667160.17,166788.0
Maio,Milhã,1511343.51,1209075.9,302267.61
Maio,Miraíma,805722.26,644579.47,161142.79
Maio,Missão Velha,1003841.53,803074.45,200767.08
Maio,Mombaça,1235459.15,988368.66,247090.49
Maio,Monsenhor Tabosa,917987.34,734391.45,183595.89
Maio,Morada Nova,3207645.16,2566117.05,641528.11
Maio,Moraújo,1045310.89,836250.37,209060.52
Maio,Morrinhos,1183300.32,946641.58,236658.74
Maio,Mucambo,1094885.33,875909.7,218975.63
Maio,Mulungu,791075.67,632862.64,158213.03
Maio,Nova Olinda,1050316.57,840254.71,210061.86
Maio,Nova Russas,1318367.58,1054695.76,263671.82
Maio,Novo Oriente,1137091.51,909674.6,227416.91
Maio,Ocara,910136.91,728111.12,182025.79
Maio,Orós,922537.27,738030.99,184506.28
Maio,Pacajus,3120079.52,2496064.81,624014.71
Maio,Pacatuba,3182267.63,2545815.3,636452.33
Maio,Pacoti,890595.04,712477.38,178117.66
Maio,Pacujá,1034801.28,827842.81,206958.47
Maio,Palhano,770294.43,616236.87,154057.56
Maio,Palmácia,853038.68,682432.42,170606.26
Maio,Paracuru,1635008.56,1308007.66,327000.9
Maio,Paraipaba,1490802.12,1192642.76,298159.36
Maio,Parambu,1100631.88,880507.11,220124.77
Maio,Paramoti,1245838.57,996672.41,249166.16
Maio,Pedra Branca,1594108.24,1275287.97,318820.27
Maio,Penaforte,794267.34,635415.79,158851.55
Maio,Pentecoste,1160105.98,928086.39,232019.59
Maio,Pereiro,1242318.87,993856.57,248462.3
Maio,Pindoretama,1002391.08,801914.13,200476.95
Maio,Piquet Carneiro,1379392.92,1103515.76,275877.16
Maio,Pires Ferreira,953443.4,762755.58,190687.82
Maio,Poranga,1106284.35,885028.71,221255.64
Maio,Porteiras,1018296.09,814638.62,203657.47
Maio,Potengi,947888.98,758312.58,189576.4
Maio,Potiretama,1213371.0,970698.37,242672.63
Maio,Quiterianópolis,1187428.59,949944.1,237484.49
Maio,Quixadá,2377956.41,1902365.38,475591.03
Maio,Quixelô,991284.89,793029.4,198255.49
Maio,Quixeramobim,3490785.62,2792629.37,698156.25
Maio,Quixeré,3462103.15,2769683.46,692419.69
Maio,Redenção,1072013.94,857612.49,214401.45
Maio,Reriutaba,1168444.77,934757.16,233687.61
Maio,Russas,2506850.81,2005481.74,501369.07
Maio,Saboeiro,692566.55,554054.96,138511.59
Maio,Salitre,1042554.27,834044.68,208509.59
Maio,Santa Quitéria,1817067.57,1453655.47,363412.1
Maio,Santana Do Acaraú,1125562.9,900451.63,225111.27
Maio,Santana Do Cariri,848289.14,678633.32,169655.82
Maio,Senador Pompeu,1766845.16,1413477.38,353367.78
Maio,Senador Sá,1285734.72,1028589.51,257145.21
Maio,Sobral,10904211.57,8723369.73,2180841.84
Maio,Solonópole,1685946.8,1348759.07,337187.73
Maio,São Benedito,1456901.26,1165522.4,291378.86
Maio,São Gonçalo Do Amarante,20162705.56,16130165.72,4032539.84
Maio,São João Do Jaguaribe,934525.1,747620.88,186904.22
Maio,São Luís Do Curu,735045.88,588037.92,147007.96
Maio,Tabuleiro Do Norte,1318417.28,1054735.35,263681.93
Maio,Tamboril,1131056.07,904846.36,226209.71
Maio,Tarrafas,939309.06,751448.35,187860.71
Maio,Tauá,1688410.57,1350729.68,337680.89
Maio,Tejuçuoca,680425.19,544342.34,136082.85
Maio,Tianguá,2832537.49,2266030.7,566506.79
Maio,Trairi,2795785.98,2236629.77,559156.21
Maio,Tururu,901298.55,721040.62,180257.93
Maio,Ubajara,1812414.55,1449933.05,362481.5
Maio,Umari,1059931.34,847946.84,211984.5
Maio,Umirim,806527.7,645223.89,161303.81
Maio,Uruburetama,850807.3,680647.44,170159.86
Maio,Uruoca,1986345.24,1589077.13,397268.11
Maio,Varjota,1250461.26,1000370.55,250090.71
Maio,Viçosa Do Ceará,967003.19,773603.8,193399.39
Maio,Várzea Alegre,1316309.58,1053049.46,263260.12
Junho,Abaiara,893298.86,714640.69,178658.17
Junho,Acarapé,1030411.4,824331.31,206080.09
Junho,Acaraú,2721890.71,2177513.78,544376.93
Junho,Acopiara,1131040.12,904833.61,226206.51
Junho,Aiuaba,926696.19,741358.86,185337.33
Junho,Alcântaras,1001470.03,801177.49,200292.54
Junho,Altaneira,1102603.49,882084.54,220518.95
Junho,Alto Santo,1227465.34,981974.18,245491.16
Junho,Amontada,1710178.34,1368144.16,342034.18
Junho,Antonina Do Norte,1101024.29,880820.97,220203.32
Junho,Apuiarés,750927.96,600744.06,150183.9
Junho,Aquiraz,9617529.02,7694024.22,1923504.8
Junho,Aracati,4490063.93,3592052.44,898011.49
Junho,Aracoiaba,973028.43,778424.7,194603.73
Junho,Ararendá,1145270.15,916217.18,229052.97
Junho,Araripe,862165.02,689734.29,172430.73
Junho,Aratuba,892917.57,714335.77,178581.8
Junho,Arneiroz,833345.26,666677.73,166667.53
Junho,Assaré,1136935.74,909550.25,227385.49
Junho,Aurora,992365.88,793894.38,198471.5
Junho,Baixio,987957.39,790367.38,197590.01
Junho,Banabuiú,1294611.38,1035690.44,258920.94
Junho,Barbalha,3282887.54,2626311.33,656576.21
Junho,Barreira,1081066.52,864855.05,216211.47
Junho,Barro,807878.2,646304.0,161574.2
Junho,Barroquinha,1027027.95,821624.62,205403.33
Junho,Baturité,1229347.24,983478.91,245868.33
Junho,Beberibe,2446931.55,1957546.77,489384.78
Junho,Bela Cruz,1141688.47,913352.81,228335.66
Junho,Boa Viagem,1596229.6,1276984.62,319244.98
Junho,Brejo Santo,2640135.56,2112109.86,528025.7
Junho,Camocim,2154642.47,1723714.62,430927.85
Junho,Campos Sales,1089240.38,871394.07,217846.31
Junho,Canindé,2136641.14,1709314.39,427326.75
Junho,Capistrano,926864.4,741493.35,185371.05
Junho,Caridade,1488049.25,1190440.71,297608.54
Junho,Caririaçu,1045455.83,836366.15,209089.68
Junho,Cariré,1233528.49,986824.43,246704.06
Junho,Cariús,1053217.48,842575.25,210642.23
Junho,Carnaubal,1089159.55,871329.35,217830.2
Junho,Cascavel,2661608.12,2129287.51,532320.61
Junho,Catarina,901114.53,720893.37,180221.16
Junho,Catunda,1012637.02,810111.23,202525.79
Junho,Caucaia,16870694.94,13496556.64,3374138.3
Junho,Cedro,1181691.62,945354.57,236337.05
Junho,Chaval,821680.1,657346.4,164333.7
Junho,Chorozinho,1150615.2,920493.75,230121.45
Junho,Choró,1284722.59,1027779.43,256943.16
Junho,Coreaú,1248162.61,998531.44,249631.17
Junho,Crateús,1883909.17,1507128.38,376780.79
Junho,Crato,4397093.32,3517675.35,879417.97
Junho,Croatá,1078818.65,863056.27,215762.38
Junho,Cruz,1539385.87,1231509.98,307875.89
Junho,Deputado Irapuan Pinheiro,1152379.14,921904.97,230474.17
Junho,Ererê,1206734.22,965388.69,241345.53
Junho,Eusébio,10068357.1,8054686.25,2013670.85
Junho,Farias Brito,1063936.92,851151.21,212785.71
Junho,Forquilha,1711307.34,1369046.55,342260.79
Junho,Fortaleza,112881919.83,90305278.37,22576641.46
Junho,Fortim,1490164.68,1192132.59,298032.09
Junho,Frecheirinha,1456466.75,1165173.97,291292.78
Junho,General Sampaio,976044.13,780837.11,195207.02
Junho,Granja,1296080.64,1036866.06,259214.58
Junho,Granjeiro,789009.61,631209.67,157799.94
Junho,Graça,1140606.21,912486.79,228119.42
Junho,Groaíras,1024160.17,819329.63,204830.54
Junho,Guaiúba,1047405.1,837925.19,209479.91
Junho,Guaraciaba Do Norte,1372599.21,1098080.7,274518.51
Junho,Guaramiranga,847126.62,677702.86,169423.76
Junho,Hidrolândia,1090114.37,872093.12,218021.25
Junho,Horizonte,7791860.51,6233487.51,1558373.0
Junho,Ibaretama,1028213.81,822572.74,205641.07
Junho,Ibiapina,1119554.4,895644.89,223909.51
Junho,Ibicuitinga,1200758.54,960608.27,240150.27
Junho,Icapuí,3650171.48,2920138.13,730033.35
Junho,Icó,1588569.51,1270856.82,317712.69
Junho,Iguatu,3479556.16,2783645.99,695910.17
Junho,Independência,1112424.27,889941.24,222483.03
Junho,Ipaporanga,1131718.5,905375.84,226342.66
Junho,Ipaumirim,1212891.65,970315.54,242576.11
Junho,Ipu,1175817.25,940655.53,235161.72
Junho,Ipueiras,1347655.31,1078125.52,269529.79
Junho,Iracema,1196610.33,957289.42,239320.91
Junho,Irauçuba,1086891.66,869515.02,217376.64
Junho,Itaitinga,5615701.64,4492562.41,1123139.23
Junho,Itaiçaba,1052579.66,842065.46,210514.2
Junho,Itapajé,1305501.2,1044402.39,261098.81
Junho,Itapipoca,3234855.18,2587885.0,646970.18
Junho,Itapiúna,967285.1,773829.47,193455.63
Junho,Itarema,2031078.88,1624863.99,406214.89
Junho,Itatira,1259886.39,1007910.65,251975.74
Junho,Jaguaretama,1187667.82,950135.72,237532.1
