municipio,municipio_chave,mes,indice_2026,base_icms,repasse_calculado,fundeb_calculado,liquido_calculado,repasse_sefaz,fundeb_sefaz,repasse_liquido_sefaz,diferenca,erro_absoluto,erro_percentual
CEDRO,CEDRO,Março,0.2370055,1678479898.09,994522.4187169238,198904.48374338477,795617.9349735391,994521.28,198903.03,795618.25,-1.138716923771426,1.138716923771426,0.00011449900034028695
CEDRO,CEDRO,Abril,0.2370055,1853353143.2,1098137.2209517192,219627.44419034384,878509.7767613754,1098136.02,219626.03,878509.99,-1.2009517191909254,1.2009517191909254,0.00010936274717506538
CEDRO,CEDRO,Maio,0.2370055,1854938665.46,1099076.6646917001,219815.33293834003,879261.3317533601,1099075.5,219813.85,879261.65,-1.1646917001344264,1.1646917001344264,0.00010597012672327118
CEDRO,CEDRO,Junho,0.2370055,1934205596.72,1146043.411383555,229208.682276711,916834.729106844,1181691.62,236337.05,945354.57,35648.208616445074,35648.208616445074,3.0167099447184933
CHAVAL,CHAVAL,Janeiro,0.1677886,1923303904.52,806771.1737848612,161354.23475697226,645416.939027889,806770.14,161352.62,645417.52,-1.0337848612107337,1.0337848612107337,0.00012813871138199706
CHAVAL,CHAVAL,Fevereiro,0.1677886,1670684530.04,700804.5458426739,140160.90916853477,560643.6366741391,700803.27,140159.64,560643.63,-1.2758426738437265,1.2758426738437265,0.0001820543265792305
CHAVAL,CHAVAL,Março,0.1677886,1678479898.09,704074.4805716595,140814.8961143319,563259.5844573276,704073.61,140812.81,563260.8,-0.8705716595286503,0.8705716595286503,0.0001236478185183862
CHAVAL,CHAVAL,Abril,0.1677886,1853353143.2,777428.8230078189,155485.76460156377,621943.0584062551,777427.56,155483.64,621943.92,-1.2630078188376501,1.2630078188376501,0.00016245987199600307
CHAVAL,CHAVAL,Maio,0.1677886,1854938665.46,778093.9044085045,155618.7808817009,622475.1235268036,778092.72,155616.82,622475.9,-1.1844085045158863,1.1844085045158863,0.00015221945586586214
CHAVAL,CHAVAL,Junho,0.1677886,1934205596.72,811344.1229645336,162268.82459290675,649075.298371627,821680.1,164333.7,657346.4,10335.977035466349,10335.977035466349,1.2579076742233808
CHORO,CHORO,Janeiro,0.2699156,1923303904.52,1297824.3184271462,259564.86368542924,1038259.454741717,1297823.37,259563.05,1038260.32,-0.9484271460678428,0.9484271460678428,7.307829154500761e-05
CHORO,CHORO,Fevereiro,0.2699156,1670684530.04,1127359.5433411615,225471.9086682323,901887.6346729292,1127358.35,225470.08,901888.27,-1.1933411613572389,1.1933411613572389,0.0001058528693522551
CHORO,CHORO,Março,0.2699156,1678479898.09,1132619.7719522528,226523.95439045058,906095.8175618023,1132618.66,226523.01,906095.65,-1.1119522529188544,1.1119522529188544,9.817534287479022e-05
CHORO,CHORO,Abril,0.2699156,1853353143.2,1250622.3141467848,250124.46282935698,1000497.8513174279,1250621.27,250122.98,1000498.29,-1.0441467848140746,1.0441467848140746,8.34902467966241e-05
CHORO,CHORO,Maio,0.2699156,1854938665.46,1251692.207127088,250338.4414254176,1001353.7657016704,1251691.72,250336.48,1001355.24,-0.4871270880103111,0.4871270880103111,3.891749703435852e-05
CHORO,CHORO,Junho,0.2699156,1934205596.72,1305180.660405092,261036.1320810184,1044144.5283240736,1284722.59,256943.16,1027779.43,-20458.070405091858,20458.070405091858,1.5924115108065358
CHOROZINHO,CHOROZINHO,Janeiro,0.232621,1923303904.52,1118502.1939333673,223700.43878667348,894801.7551466939,1118501.11,223698.67,894802.44,-1.0839333671610802,1.0839333671610802,9.690945833402707e-05
CHOROZINHO,CHOROZINHO,Fevereiro,0.232621,1670684530.04,971590.7651560871,194318.15303121743,777272.6121248697,971590.25,194316.56,777273.69,-0.5151560871163383,0.5151560871163383,5.302194902803299e-05
CHOROZINHO,CHOROZINHO,Março,0.232621,1678479898.09,976124.1809339847,195224.83618679695,780899.3447471878,976123.15,195222.89,780900.26,-1.0309339846717194,1.0309339846717194,0.00010561515569748749
CHOROZINHO,CHOROZINHO,Abril,0.232621,1853353143.2,1077822.153810818,215564.4307621636,862257.7230486544,1077820.99,215562.41,862258.58,-1.163810817990452,1.163810817990452,0.00010797811777542502
CHOROZINHO,CHOROZINHO,Maio,0.232621,1854938665.46,1078744.2182449268,215748.84364898538,862995.3745959415,1078743.37,215747.61,862995.76,-0.8482449266593903,0.8482449266593903,7.863268968776052e-05
CHOROZINHO,CHOROZINHO,Junho,0.232621,1934205596.72,1124842.1002865077,224968.42005730156,899873.6802292062,1150615.2,230121.45,920493.75,25773.099713492207,25773.099713492207,2.2399408345633023
COREAU,COREAU,Janeiro,0.2541992,1923303904.52,1222255.784714651,244451.15694293022,977804.6277717209,1222254.88,244450.16,977804.72,-0.9047146511729807,0.9047146511729807,7.402013000537013e-05
COREAU,COREAU,Fevereiro,0.2541992,1670684530.04,1061716.67747136,212343.335494272,849373.341977088,1061715.77,212342.04,849373.73,-0.9074713599402457,0.9074713599402457,8.547215606868548e-05
COREAU,COREAU,Março,0.2541992,1678479898.09,1066670.6182763989,213334.12365527978,853336.4946211191,1066670.37,213332.52,853337.85,-0.24827639875002205,0.24827639875002205,2.3275831572036826e-05
COREAU,COREAU,Abril,0.2541992,1853353143.2,1177802.2157973137,235560.44315946277,942241.7726378511,1177800.89,235558.55,942242.34,-1.325797313824296,1.325797313824296,0.00011256548751837809
COREAU,COREAU,Maio,0.2541992,1854938665.46,1178809.8120224993,235761.96240449988,943047.8496179995,1178808.8,235760.37,943048.43,-1.0120224992278963,1.0120224992278963,8.58512847230099e-05
COREAU,COREAU,Junho,0.2541992,1934205596.72,1229183.7883043666,245836.75766087335,983347.0306434934,1248162.61,249631.17,998531.44,18978.821695633465,18978.821695633465,1.5205407968144042
CRATEUS,CRATEUS,Janeiro,0.3518412,1923303904.52,1691743.8843275057,338348.7768655012,1353395.1074620048,1691743.32,338347.6,1353395.72,-0.5643275056499988,0.5643275056499988,3.335774990085368e-05
CRATEUS,CRATEUS,Fevereiro,0.3518412,1670684530.04,1469539.1246767743,293907.8249353549,1175631.2997414195,1469538.69,293906.82,1175631.87,-0.43467677431181073,0.43467677431181073,2.9579131006874734e-05
CRATEUS,CRATEUS,Março,0.3518412,1678479898.09,1476395.9537996582,295279.19075993163,1181116.7630397265,1476394.73,295277.83,1181116.9,-1.2237996582407504,1.2237996582407504,8.289108822819697e-05
CRATEUS,CRATEUS,Abril,0.3518412,1853353143.2,1630214.9848181498,326042.99696362996,1304171.9878545199,1630214.21,326041.38,1304172.83,-0.7748181498609483,0.7748181498609483,4.7528609743927356e-05
CRATEUS,CRATEUS,Maio,0.3518412,1854938665.46,1631609.6149546125,326321.9229909225,1305287.69196369,1631608.5,326320.75,1305287.75,-1.1149546124506742,1.1149546124506742,6.833469012025092e-05
CRATEUS,CRATEUS,Junho,0.3518412,1934205596.72,1701333.0454917024,340266.6090983405,1361066.436393362,1883909.17,376780.79,1507128.38,182576.12450829754,182576.12450829754,9.69134432889339
CRATO,CRATO,Janeiro,0.8752265,1923303904.52,4208316.361973435,841663.2723946869,3366653.0895787477,4208316.2,841662.52,3366653.68,-0.16197343450039625,0.16197343450039625,3.84888936103224e-06
CRATO,CRATO,Fevereiro,0.8752265,1670684530.04,3655568.434577635,731113.6869155271,2924454.7476621084,3655567.84,731112.8,2924455.04,-0.5945776351727545,0.5945776351727545,1.626498703338944e-05
CRATO,CRATO,Março,0.8752265,1678479898.09,3672625.2163141686,734525.0432628337,2938100.173051335,3672624.22,734523.62,2938100.6,-0.9963141684420407,0.9963141684420407,2.7128127158134372e-05
CRATO,CRATO,Abril,0.8752265,1853353143.2,4055259.4619673374,811051.8923934675,3244207.56957387,4055258.76,811051.12,3244207.64,-0.7019673376344144,0.7019673376344144,1.731005045987286e-05
CRATO,CRATO,Maio,0.8752265,1854938665.46,4058728.689713067,811745.7379426134,3246982.9517704537,4058727.85,811744.61,3246983.24,-0.83971306681633,0.83971306681633,2.0689070512976867e-05
CRATO,CRATO,Junho,0.8752265,1934205596.72,4232169.986744143,846433.9973488287,3385735.989395315,4397093.32,879417.97,3517675.35,164923.33325585723,164923.33325585723,3.7507353438625044
CROATA,CROATA,Janeiro,0.2177757,1923303904.52,1047122.1352989404,209424.42705978808,837697.7082391523,1047120.82,209423.16,837697.66,-1.3152989404043183,1.3152989404043183,0.00012561100068703805
CROATA,CROATA,Fevereiro,0.2177757,1670684530.04,909586.23252158,181917.246504316,727668.986017264,909585.37,181915.85,727669.52,-0.8625215799547732,0.8625215799547732,9.482579738004947e-05
CROATA,CROATA,Março,0.2177757,1678479898.09,913830.3368561959,182766.0673712392,731064.2694849567,913829.85,182764.56,731065.29,-0.48685619595926255,0.48685619595926255,5.3276460159324256e-05
CROATA,CROATA,Abril,0.2177757,1853353143.2,1009038.1952689505,201807.63905379013,807230.5562151605,1009037.3,201805.97,807231.33,-0.8952689504949376,0.8952689504949376,8.872506006417578e-05
CROATA,CROATA,Maio,0.2177757,1854938665.46,1009901.4158190432,201980.28316380864,807921.1326552345,1009900.54,201978.76,807921.78,-0.8758190431399271,0.8758190431399271,8.672329684465037e-05
CROATA,CROATA,Junho,0.2177757,1934205596.72,1053057.4444240392,210611.48888480786,842445.9555392314,1078818.65,215762.38,863056.27,25761.20557596069,25761.20557596069,2.3879088089514107
CRUZ,CRUZ,Janeiro,0.309294,1923303904.52,1487165.8946115223,297433.1789223045,1189732.715689218,1487165.14,297432.12,1189733.02,-0.7546115224249661,0.7546115224249661,5.074160912788516e-05
CRUZ,CRUZ,Fevereiro,0.309294,1670684530.04,1291831.7525854795,258366.3505170959,1033465.4020683836,1291831.05,258364.79,1033466.26,-0.7025854794774204,0.7025854794774204,5.438679303128845e-05
CRUZ,CRUZ,Março,0.309294,1678479898.09,1297859.403999621,259571.88079992423,1038287.5231996969,1297858.8,259570.55,1038288.25,-0.6039996210020036,0.6039996210020036,4.653816123926605e-05
CRUZ,CRUZ,Abril,0.309294,1853353143.2,1433077.5176822522,286615.50353645044,1146462.0141458018,1433076.56,286613.36,1146463.2,-0.9576822521630675,0.9576822521630675,6.68270125193498e-05
CRUZ,CRUZ,Maio,0.309294,1854938665.46,1434303.4989869632,286860.69979739265,1147442.7991895706,1434303.09,286858.63,1147444.46,-0.4089869630988687,0.4089869630988687,2.8514681865383748e-05
CRUZ,CRUZ,Junho,0.309294,1934205596.72,1495595.4645797892,299119.09291595785,1196476.3716638314,1539385.87,307875.89,1231509.98,43790.40542021091,43790.40542021091,2.8446672321482924
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Janeiro,0.2461324,1923303904.52,1183468.5148721961,236693.70297443925,946774.811897757,1183467.65,236692.04,946775.61,-0.8648721962235868,0.8648721962235868,7.307949619270006e-05
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Fevereiro,0.2461324,1670684530.04,1028023.9825540432,205604.79651080864,822419.1860432345,1028023.4,205603.77,822419.63,-0.5825540431542322,0.5825540431542322,5.666739134092008e-05
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Março,0.2461324,1678479898.09,1032820.7141716178,206564.14283432357,826256.5713372943,1032820.6,206562.56,826258.04,-0.11417161778081208,0.11417161778081208,1.1054351334666647e-05
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Abril,0.2461324,1853353143.2,1140425.6429583991,228085.12859167985,912340.5143667194,1140424.8,228083.94,912340.86,-0.8429583990946412,0.8429583990946412,7.391617571756078e-05
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Maio,0.2461324,1854938665.46,1141401.2639561673,228280.25279123348,913121.0111649339,1141400.42,228278.27,913122.15,-0.8439561673440039,0.8439561673440039,7.394041149415417e-05
DEPUTADO IRAPUAN PINHEIRO,DEPUTADO IRAPUAN PINHEIRO,Junho,0.2461324,1934205596.72,1190176.6640353142,238035.33280706286,952141.3312282515,1152379.14,230474.17,921904.97,-37797.52403531433,37797.52403531433,3.2799555912921448
ERERE,ERERE,Janeiro,0.2595615,1923303904.52,1248039.1160326698,249607.82320653397,998431.2928261359,1248038.37,249606.32,998432.05,-0.7460326696746051,0.7460326696746051,5.977642095047166e-05
ERERE,ERERE,Fevereiro,0.2595615,1670684530.04,1084113.4566099436,216822.69132198874,867290.765287955,1084112.04,216821.41,867290.63,-1.4166099436115474,1.4166099436115474,0.0001306700683456617
ERERE,ERERE,Março,0.2595615,1678479898.09,1089171.9001702187,217834.38003404374,871337.520136175,1089171.16,217833.05,871338.11,-0.7401702187489718,0.7401702187489718,6.795719955979847e-05
ERERE,ERERE,Abril,0.2595615,1853353143.2,1202647.804696767,240529.5609393534,962118.2437574136,1202646.93,240528.09,962118.84,-0.8746967669576406,0.8746967669576406,7.273096909311869e-05
ERERE,ERERE,Maio,0.2595615,1854938665.46,1203676.6560369895,240735.33120739792,962941.3248295917,1203675.65,240734.29,962941.36,-1.0060369896236807,1.0060369896236807,8.358040553729576e-05
ERERE,ERERE,Junho,0.2595615,1934205596.72,1255113.2649825956,251022.65299651911,1004090.6119860765,1206734.22,241345.53,965388.69,-48379.0449825956,48379.0449825956,4.009088677587647
EUSEBIO,EUSEBIO,Janeiro,2.1817537,1923303904.52,10490438.52477739,2098087.704955478,8392350.819821913,10490438.25,2098086.98,8392351.27,-0.274777390062809,0.274777390062809,2.619312782884061e-06
EUSEBIO,EUSEBIO,Fevereiro,2.1817537,1670684530.04,9112555.387368826,1822511.0774737652,7290044.309895061,9112555.11,1822510.24,7290044.87,-0.2773688267916441,0.2773688267916441,3.043809595041715e-06
EUSEBIO,EUSEBIO,Março,2.1817537,1678479898.09,9155074.3200837,1831014.8640167401,7324059.4560669605,9155074.11,1831014.1,7324060.01,-0.21008370071649551,0.21008370071649551,2.2947241954821875e-06
EUSEBIO,EUSEBIO,Abril,2.1817537,1853353143.2,10108900.193958074,2021780.0387916148,8087120.155166459,10108900.49,2021778.88,8087121.61,0.296041926369071,0.296041926369071,2.9285274561949023e-06
EUSEBIO,EUSEBIO,Maio,2.1817537,1854938665.46,10117548.241601042,2023509.6483202085,8094038.593280834,10117547.62,2023508.86,8094038.76,-0.6216010432690382,0.6216010432690382,6.1437916243683395e-06
EUSEBIO,EUSEBIO,Junho,2.1817537,1934205596.72,10549900.54301142,2109980.108602284,8439920.434409136,10068357.1,2013670.85,8054686.25,-481543.44301141985,481543.44301141985,4.78274099963558
FARIAS BRITO,FARIAS BRITO,Janeiro,0.214241,1923303904.52,1030126.3795206733,206025.27590413467,824101.1036165387,1030125.59,206023.61,824101.98,-0.7895206733373925,0.7895206733373925,7.664314730181516e-05
FARIAS BRITO,FARIAS BRITO,Fevereiro,0.214241,1670684530.04,894822.8110007491,178964.56220014984,715858.2488005994,894822.58,178963.25,715859.33,-0.23100074916146696,0.23100074916146696,2.5815257049220525e-05
FARIAS BRITO,FARIAS BRITO,Março,0.214241,1678479898.09,898998.0296167491,179799.60592334985,719198.4236933994,898997.11,179798.03,719199.08,-0.9196167491609231,0.9196167491609231,0.00010229362685725688
FARIAS BRITO,FARIAS BRITO,Abril,0.214241,1853353143.2,992660.5768807781,198532.11537615562,794128.4615046225,992659.31,198530.0,794129.31,-1.2668807780137286,1.2668807780137286,0.00012762493286984117
FARIAS BRITO,FARIAS BRITO,Maio,0.214241,1854938665.46,993509.7865670397,198701.95731340794,794807.8292536318,993508.6,198700.47,794808.13,-1.186567039694637,1.186567039694637,0.0001194319847553043
FARIAS BRITO,FARIAS BRITO,Junho,0.214241,1934205596.72,1035965.3531172238,207193.07062344477,828772.2824937791,1063936.92,212785.71,851151.21,27971.566882776096,27971.566882776096,2.629062527764907
FORQUILHA,FORQUILHA,Janeiro,0.3535745,1923303904.52,1700078.040971767,340015.6081943534,1360062.4327774136,1700077.24,340014.25,1360062.99,-0.8009717669337988,0.8009717669337988,4.711384565878894e-05
FORQUILHA,FORQUILHA,Fevereiro,0.3535745,1670684530.04,1476778.6184165701,295355.72368331405,1181422.8947332562,1476778.07,295354.4,1181423.67,-0.5484165700618178,0.5484165700618178,3.7136018011278956e-05
FORQUILHA,FORQUILHA,Março,0.3535745,1678479898.09,1483669.2268180568,296733.84536361136,1186935.3814544454,1483667.67,296732.53,1186935.14,-1.5568180568516254,1.5568180568516254,0.00010493037546957032
FORQUILHA,FORQUILHA,Abril,0.3535745,1853353143.2,1638246.0273259212,327649.2054651843,1310596.8218607372,1638245.25,327647.49,1310597.76,-0.7773259212262928,0.7773259212262928,4.7448690678412944e-05
FORQUILHA,FORQUILHA,Maio,0.3535745,1854938665.46,1639647.5279267172,327929.50558534346,1311718.0223413738,1639646.87,327928.24,1311718.63,-0.6579267170745879,0.6579267170745879,4.0126122832447936e-05
FORQUILHA,FORQUILHA,Junho,0.3535745,1934205596.72,1709714.4418936893,341942.8883787379,1367771.5535149516,1711307.34,342260.79,1369046.55,1592.8981063107494,1592.8981063107494,0.09308077334085117
FORTALEZA,FORTALEZA,Janeiro,23.7132953,1923303904.52,114019683.5988144,22803936.71976288,91215746.87905152,114019821.54,22804192.02,91215629.52,137.9411856085062,137.9411856085062,0.00012098000483197932
FORTALEZA,FORTALEZA,Fevereiro,23.7132953,1670684530.04,99043589.03495058,19808717.806990117,79234871.22796047,99043712.49,19808933.96,79234778.53,123.45504941046238,123.45504941046238,0.0001246470334226689
FORTALEZA,FORTALEZA,Março,23.7132953,1678479898.09,99505723.69630517,19901144.739261035,79604578.95704414,99505879.03,19901427.34,79604451.69,155.33369483053684,155.33369483053684,0.00015610504258115775
FORTALEZA,FORTALEZA,Abril,23.7132953,1853353143.2,109872775.94971196,21974555.189942393,87898220.75976957,109872945.78,21974849.28,87898096.5,169.83028803765774,169.83028803765774,0.00015456970488232025
FORTALEZA,FORTALEZA,Maio,23.7132953,1854938665.46,109966770.84360223,21993354.168720447,87973416.67488179,109966910.94,21993628.79,87973282.15,140.09639777243137,140.09639777243137,0.00012739868436321776
FORTALEZA,FORTALEZA,Junho,23.7132953,1934205596.72,114665971.21483517,22933194.242967036,91732776.97186814,112881919.83,22576641.46,90305278.37,-1784051.3848351687,1784051.3848351687,1.5804580463567128
FORTIM,FORTIM,Janeiro,0.3098479,1923303904.52,1489829.189693306,297965.8379386612,1191863.351754645,1489828.27,297964.62,1191863.65,-0.9196933060884476,0.9196933060884476,6.173149782480953e-05
FORTIM,FORTIM,Fevereiro,0.3098479,1670684530.04,1294145.2329884523,258829.04659769047,1035316.1863907619,1294144.37,258827.56,1035316.81,-0.8629884521942586,0.8629884521942586,6.668409430968342e-05
FORTIM,FORTIM,Março,0.3098479,1678479898.09,1300183.679038501,260036.73580770023,1040146.9432308009,1300182.44,260035.12,1040147.32,-1.23903850116767,1.23903850116767,9.529728006230187e-05
FORTIM,FORTIM,Abril,0.3098479,1853353143.2,1435643.9484472983,287128.78968945966,1148515.1587578387,1435642.55,287126.99,1148515.56,-1.3984472982119769,1.3984472982119769,9.740915649316585e-05
FORTIM,FORTIM,Maio,0.3098479,1854938665.46,1436872.1253039588,287374.4250607918,1149497.700243167,1436871.65,287372.72,1149498.93,-0.4753039588686079,0.4753039588686079,3.307908252407986e-05
FORTIM,FORTIM,Junho,0.3098479,1934205596.72,1498273.8557798471,299654.7711559694,1198619.0846238777,1490164.68,298032.09,1192132.59,-8109.175779847195,8109.175779847195,0.5441798405695132
FRECHEIRINHA,FRECHEIRINHA,Janeiro,0.3056923,1923303904.52,1469847.9854292478,293969.59708584956,1175878.3883433982,1469847.08,293969.15,1175877.93,-0.9054292477667332,0.9054292477667332,6.160023447927202e-05
FRECHEIRINHA,FRECHEIRINHA,Fevereiro,0.3056923,1670684530.04,1276788.4914058666,255357.69828117333,1021430.7931246933,1276787.54,255355.86,1021431.68,-0.9514058665372431,0.9514058665372431,7.451559768019378e-05
FRECHEIRINHA,FRECHEIRINHA,Março,0.3056923,1678479898.09,1282745.951377244,256549.1902754488,1026196.7611017952,1282744.94,256547.35,1026197.59,-1.0113772440236062,1.0113772440236062,7.884476582099059e-05
FRECHEIRINHA,FRECHEIRINHA,Abril,0.3056923,1853353143.2,1416389.4626425933,283277.8925285187,1133111.5701140747,1416388.73,283276.02,1133112.71,-0.7326425933279097,0.7326425933279097,5.172609593751213e-05
FRECHEIRINHA,FRECHEIRINHA,Maio,0.3056923,1854938665.46,1417601.1675084948,283520.233501699,1134080.934006796,1417600.52,283518.58,1134081.94,-0.6475084947887808,0.6475084947887808,4.567637255020058e-05
FRECHEIRINHA,FRECHEIRINHA,Junho,0.3056923,1934205596.72,1478179.393835523,295635.8787671046,1182543.5150684183,1456466.75,291292.78,1165173.97,-21712.643835522933,21712.643835522933,1.4907751128216922
GENERAL SAMPAIO,GENERAL SAMPAIO,Janeiro,0.2076389,1923303904.52,998381.7677505944,199676.3535501189,798705.4142004756,998380.32,199674.68,798705.64,-1.4477505944669247,1.4477505944669247,0.00014500992912870364
GENERAL SAMPAIO,GENERAL SAMPAIO,Fevereiro,0.2076389,1670684530.04,867247.7451613062,173449.54903226125,693798.196129045,867246.6,173448.72,693797.88,-1.145161306252703,1.145161306252703,0.00013204563802875712
GENERAL SAMPAIO,GENERAL SAMPAIO,Março,0.2076389,1678479898.09,871294.2992787991,174258.85985575983,697035.4394230393,871292.79,174257.11,697035.68,-1.5092787990579382,1.5092787990579382,0.00017322291844718905
GENERAL SAMPAIO,GENERAL SAMPAIO,Abril,0.2076389,1853353143.2,962070.5199139761,192414.10398279523,769656.4159311809,962069.32,192412.09,769657.23,-1.1999139761319384,1.1999139761319384,0.00012472219529170085
GENERAL SAMPAIO,GENERAL SAMPAIO,Maio,0.2076389,1854938665.46,962893.5601589559,192578.7120317912,770314.8481271648,962892.23,192576.95,770315.28,-1.3301589558832347,1.3301589558832347,0.0001381420385834077
GENERAL SAMPAIO,GENERAL SAMPAIO,Junho,0.2076389,1934205596.72,1004040.8061919608,200808.16123839217,803232.6449535687,976044.13,195207.02,780837.11,-27996.67619196081,27996.67619196081,2.868382210542141
GRACA,GRACA,Janeiro,0.235987,1923303904.52,1134686.796289903,226937.35925798063,907749.4370319225,1134685.31,226935.29,907750.02,-1.4862899030558765,1.4862899030558765,0.00013098696968729388
GRACA,GRACA,Fevereiro,0.235987,1670684530.04,985649.5754763737,197129.91509527474,788519.660381099,985649.0,197129.0,788520.0,-0.5754763736622408,0.5754763736622408,5.8385528079695794e-05
GRACA,GRACA,Março,0.235987,1678479898.09,990248.589276412,198049.71785528242,792198.8714211297,990247.54,198048.15,792199.39,-1.049276411999017,1.049276411999017,0.00010596102182682695
GRACA,GRACA,Abril,0.235987,1853353143.2,1093418.1205108461,218683.62410216924,874734.496408677,1093417.03,218682.23,874734.8,-1.0905108461156487,1.0905108461156487,9.973421084502851e-05
GRACA,GRACA,Maio,0.235987,1854938665.46,1094353.5271147725,218870.70542295452,875482.8216918181,1094352.3,218868.43,875483.87,-1.2271147724241018,1.2271147724241018,0.0001121316026314471
GRACA,GRACA,Junho,0.235987,1934205596.72,1141118.4403829067,228223.68807658134,912894.7523063254,1140606.21,228119.42,912486.79,-512.2303829067387,512.2303829067387,0.0449086089849308
GRANJA,GRANJA,Janeiro,0.2363408,1923303904.52,1136387.958593451,227277.5917186902,909110.3668747608,1136386.82,227276.28,909110.54,-1.1385934508871287,1.1385934508871287,0.00010019417955649368
GRANJA,GRANJA,Fevereiro,0.2363408,1670684530.04,987127.2959431941,197425.45918863884,789701.8367545553,987126.49,197424.24,789702.25,-0.8059431940782815,0.8059431940782815,8.164538205010399e-05
GRANJA,GRANJA,Março,0.2363408,1678479898.09,991733.2047462726,198346.64094925454,793386.5637970181,991732.17,198345.21,793386.96,-1.0347462726058438,1.0347462726058438,0.00010433727007220546
GRANJA,GRANJA,Abril,0.2363408,1853353143.2,1095057.4113660064,219011.48227320128,876045.9290928051,1095056.37,219009.58,876046.79,-1.0413660062476993,1.0413660062476993,9.509702283615766e-05
GRANJA,GRANJA,Maio,0.2363408,1854938665.46,1095994.220364372,219198.8440728744,876795.3762914976,1095993.2,219197.46,876795.74,-1.0203643720597029,1.0203643720597029,9.309951668128078e-05
GRANJA,GRANJA,Junho,0.2363408,1934205596.72,1142829.2452332054,228565.8490466411,914263.3961865644,1296080.64,259214.58,1036866.06,153251.39476679452,153251.39476679452,11.82421757081369
GRANJEIRO,GRANJEIRO,Janeiro,0.1666273,1923303904.52,801187.3417240635,160237.46834481272,640949.8733792509,801185.96,160235.3,640950.66,-1.3817240635398775,1.3817240635398775,0.0001724598448454935
GRANJEIRO,GRANJEIRO,Fevereiro,0.1666273,1670684530.04,695954.1309808352,139190.82619616704,556763.3047846681,695953.34,139189.05,556764.29,-0.7909808352123946,0.7909808352123946,0.00011365429113572393
GRANJEIRO,GRANJEIRO,Março,0.1666273,1678479898.09,699201.4338075296,139840.28676150594,559361.1470460237,699200.16,139837.99,559362.17,-1.2738075295928866,1.2738075295928866,0.00018218066906519107
GRANJEIRO,GRANJEIRO,Abril,0.1666273,1853353143.2,772048.0754948234,154409.61509896468,617638.4603958587,772046.49,154407.46,617639.03,-1.5854948234045878,1.5854948234045878,0.0002053626101460014
GRANJEIRO,GRANJEIRO,Maio,0.1666273,1854938665.46,772708.5537280077,154541.71074560154,618166.8429824061,772707.13,154540.04,618167.09,-1.4237280077068135,1.4237280077068135,0.00018425195684512624
GRANJEIRO,GRANJEIRO,Junho,0.1666273,1934205596.72,805728.6405658561,161145.72811317124,644582.912452685,789009.61,157799.94,631209.67,-16719.03056585614,16719.03056585614,2.1189894716055666
GROAIRAS,GROAIRAS,Janeiro,0.2137931,1923303904.52,1027972.759973587,205594.55199471742,822378.2079788697,1027972.11,205592.97,822379.14,-0.649973587016575,0.649973587016575,6.322871804533443e-05
GROAIRAS,GROAIRAS,Fevereiro,0.2137931,1670684530.04,892952.0619982368,178590.41239964738,714361.6495985895,892951.55,178589.44,714362.11,-0.5119982367614284,0.5119982367614284,5.733773985401878e-05
GROAIRAS,GROAIRAS,Março,0.2137931,1678479898.09,897118.551750863,179423.7103501726,717694.8414006904,897118.3,179422.08,717696.22,-0.2517508629243821,0.2517508629243821,2.8062170053200572e-05
GROAIRAS,GROAIRAS,Abril,0.2137931,1853353143.2,990585.2846986798,198117.05693973598,792468.2277589439,990584.49,198115.17,792469.32,-0.7946986798197031,0.7946986798197031,8.022522943193902e-05
GROAIRAS,GROAIRAS,Maio,0.2137931,1854938665.46,991432.7189963908,198286.54379927818,793146.1751971127,991432.11,198285.13,793146.98,-0.6089963908307254,0.6089963908307254,6.142592969181979e-05
GROAIRAS,GROAIRAS,Junho,0.2137931,1934205596.72,1033799.5264002966,206759.90528005932,827039.6211202373,1024160.17,204830.54,819329.63,-9639.356400296558,9639.356400296558,0.9411961803100151
GUAIUBA,GUAIUBA,Janeiro,0.2049174,1923303904.52,985296.0888102166,197059.21776204335,788236.8710481734,985294.75,197057.57,788237.18,-1.3388102166354656,1.3388102166354656,0.0001358791586614529
GUAIUBA,GUAIUBA,Fevereiro,0.2049174,1670684530.04,855880.8252900467,171176.16505800936,684704.6602320374,855879.55,171174.88,684704.67,-1.275290046702139,1.275290046702139,0.0001490034487565615
GUAIUBA,GUAIUBA,Março,0.2049174,1678479898.09,859874.3416721694,171974.86833443388,687899.4733377355,859873.68,171972.82,687900.86,-0.6616721693426371,0.6616721693426371,7.694992703377513e-05
GUAIUBA,GUAIUBA,Abril,0.2049174,1853353143.2,949460.7684659292,189892.15369318586,759568.6147727434,949459.46,189890.36,759569.1,-1.308465929236263,1.308465929236263,0.000137811669098148
GUAIUBA,GUAIUBA,Maio,0.2049174,1854938665.46,950273.0212138325,190054.6042427665,760218.416971066,950271.62,190052.62,760219.0,-1.4012138325488195,1.4012138325488195,0.00014745403346348693
